posts,angry,fear,happy,neutral,sad,surprise,type
#集龙宝行龙运# 龙年福运长龙！我收到了@武大靖 送我的#[address][name]# 集齐[num]种龙宝卡，除夕夜[num]:[num]准点开红包，最高[num]元！速戳&gt;&gt;集龙宝行龙运 加入集卡，迎接龙年开门红！#微博开新年# ,0.09,0.0,0.85,0.13,0.0,0.06,INFP
我的团长我的团开麦拉开麦拉！已下单期待期待#我的团长我的团# ,0.0,0.0,0.93,0.13,0.0,0.0,INTP
#[num]kpl春季赛# 我已为[address]ag超玩会.一诺加油助威！他是我心目中的最佳选手！快来和我一起为[address]ag超玩会.一诺加油吧！[num]kpl春季赛选手榜 ,0.0,0.06,0.84,0.1,0.0,0.0,ISFJ
谁能想到，这几个抽象主教练，最早被球迷、舆论、俱乐部给轰走的是皮奥利。 ,0.28,0.0,0.0,0.4,0.0,0.24,INTP
[address]一行，太多想讲反而因为行程太满，回程后再好好写，本来吃食还想着放着，没想到也常常立马出发就忘了😂。就后面再好好整理吧(拖延症患者) ,0.0,0.07,0.12,0.16,0.68,0.0,INFJ
一个想变聪明的笨蛋，应该是最痛苦的一种人了吧，笨蛋没有烦恼，聪明的人自有一套从心的体系，只有那个想变聪明的笨蛋，要承受着一次又一次有难度的思考，思考这件事，有点痛苦。 ,0.12,0.08,0.05,0.09,0.73,0.0,INFP
特种兵之隐居山林🏕️在山上穿起了毛衣 [address]·萝卜寨尔玛[address] ,0.0,0.0,0.28,0.61,0.0,0.06,ENFJ
我说真的从那以后没人听我碎碎念 每次想说都被沉默退回 我也没有人可以碎碎念了 ,0.31,0.0,0.0,0.0,0.76,0.0,ESFP
只会来一句对面男的吧，们女性攻击对方的时候能不能别太弱了。。。看了只会让人无语 ,0.84,0.0,0.07,0.07,0.15,0.0,ENFP
张小斐问问《盛怒》双女主里有斐宝这事儿是真的吗？看到各大娱记都在发 ,0.0,0.0,0.0,0.33,0.0,0.58,INTP
我用#不背单词#搞定了[num]个单词，每天坚持一点点，单词没在怕的→_→，欢迎围观网页链接（来自@不背单词app） ,0.0,0.25,0.53,0.26,0.0,0.0,ENFP
以前只是知道权力不对等的情感是不行的，现在好像真的懂了，因为高位者太轻松就能掌控下位者的一切了，稍微一点好处对下位者来说就很多很多了，付出的是不对等的，这辈子应该是不会喜欢上下级了 ,0.16,0.0,0.26,0.22,0.51,0.0,INFJ
#[num]层#看完四集，不知道是不是因为刚开始的原因就是有些许的平淡，为什么不能一下子更新[num]集 ,0.21,0.0,0.0,0.25,0.64,0.16,ISTJ
#[name]传太后撤回太子妃#“你的好友太后撤回了太子妃之位”这是太后做的唯一正确的事吧连帝承恩的演员都表示支持但正因为是假的，大家才直呼痛快，一旁的[name]又有多痛呢 ,0.09,0.1,0.27,0.09,0.54,0.09,INFP
我才知道冠生园的肉蓉面停产了我不能没有肉蓉面就没有厂子愿意花钱买下这条生产线吗#肉蓉面#[address] [address] ,0.24,0.06,0.0,0.15,0.41,0.28,INFJ
哈哈哈哈哈哈哈哈哈，女一男一都选的迷路哥。迷路哥的痴呆搞笑被整个家族肯定了，快收拾起来嫁过去吧 ,0.0,0.0,1.0,0.0,0.08,0.0,INFJ
刚开始跳绳时，用的是hiit初级，[num]个动作，跳得上气不接下气，觉得好漫长啊………后来，慢慢跳，一直跳，现在跳[num]燃脂跳也没有那么难过了。今天早晨，重新跳了一下hiit初级，发现竟是如此易如反掌，连汗都没有出，看看手柄，才这么点点数据是否可以开启[num]跳呢？ ,0.0,0.13,0.12,0.06,0.45,0.34,INFJ
卡姐，一个让我腰围小了[num]cm的女人……臀腿是前天练的，今天还是走路和坐马桶依旧痛痛的。（要是每天都能准时下班有时间运动就好了，by此时此刻才下的我） ,0.1,0.0,0.11,0.08,0.67,0.08,INFJ
按照我对我自己的信心，[num]本印[num]本卖[num]本不能更多了……要不现在就去测自投打个广告吧 ,0.45,0.06,0.1,0.17,0.21,0.05,INTP
我知道星条红和皇室蓝的熟悉感来自哪儿了，这不新风成年欧美版吗 ,0.11,0.0,0.34,0.19,0.06,0.4,ENTP
#秦俊杰古装#翻微博翻到[num].[num].[num]《天行健》开拍前剃头名场面截图，当时直播听到要剃头我都愣了！看完更新的前六集，感觉一切付出都是值得的，剧里古装造型特别好看，眼里都是戏，打戏也特别稳！  ,0.0,0.06,0.82,0.06,0.0,0.15,INFJ
我昨天说我要[num]点之前睡 哈哈哈 烦的根本睡不着  每天就是 冷静崩溃冷静崩溃徘徊 冷静也是强装冷静 哈哈哈哈哈  呵呵呵呵呵哈哈哈哈 ,0.27,0.0,0.9,0.06,0.08,0.0,ISFJ
#除夕不放假# 烂，烂透了。普通小老百姓的意见从来不会被看到，哦不，应该是从来不会被理会。因为我们这群普通人，除了能在网上“叫嚣”，在现实生活中只能唯唯诺诺为了可怜的薪水在除夕那天去上班。没有[name]，没有三体，只有可怜的无人在意的蚂蚁。 ,0.46,0.11,0.0,0.09,0.38,0.0,ISFP
羽生结弦 #羽生结弦[num]生日快乐# 希望你每一次起跳都是因为热爱；也希望你每一次落冰都能够[address]；希望你每一次鞠躬都能满载[name]；也希望你[num]岁之前的最后一年能够[address]喜乐，能够奔赴属于自己的山海 ,0.08,0.0,0.96,0.06,0.0,0.0,INFP
傻逼傻逼傻逼！！！敲～，我应该直接把你拉黑，而不是删除，还让你有机会加我！真他妈烦 ,1.0,0.0,0.0,0.0,0.0,0.0,ENFP
如果人可以拥有超能力，我希望自己能够时空穿梭，想去哪儿旅游就去哪旅游，想想就兴奋 ,0.11,0.0,0.94,0.0,0.0,0.0,INFP
我很喜欢你 你是[address]人 所以我逢人就说 我很喜欢[address] [address]·新疆医科大学(新医路校区) ,0.0,0.0,0.72,0.24,0.09,0.0,INTP
本来想用这个封面的好久没更视频了居然有点紧张  怕一更视频就掉粉 ,0.0,0.34,0.18,0.0,0.2,0.48,ENFJ
感觉web[num]最好的出路其实就是投研技术一旦被证伪，那你的沉默成本可太大了先研究点经济模型吧，这个很重要 ,0.15,0.06,0.16,0.46,0.19,0.07,ENTP
收到了母亲节礼物，好开心呀#栗子的赶稿日常##母亲节快乐#栗子liz同学 ,0.1,0.0,1.0,0.0,0.0,0.0,ENTJ
[name]泷#夏日环游指南##超话星愿池#回[address]开嘛给我个抢票的机会 ,0.0,0.0,0.5,0.17,0.0,0.16,INFP
这次给我司审核的老师是个好温柔又厉害的姐姐，我经常对自己说草台班子这种话让自己祛魅，但她特别有耐心的轻声给我讲解一些条款，告诉我怎么修改的时候，我还是会觉得就是很厉害啊我能怎么办 ,0.11,0.09,0.85,0.08,0.0,0.06,ISFP
张极🍊#和张极一起拥抱春天# 🍊#张极 唯一门面ace# “我对你的爱就像百合花的花语一样，纯洁而伟大 🌷” 𝓜𝓎 𝓁𝓸𝓋𝓮 𝒻𝓸𝓇 𝓎𝓸𝓊 𝒾𝓈 𝒶𝓈 𝓅𝓊𝓇𝓮 𝒶𝓃𝒹 𝓰𝓇𝓮𝒶𝓉 𝒶𝓈 𝓉𝒽𝓮 𝒻𝓁𝓸𝓌𝓮𝓇 𝓸@tf家族-张极,0.0,0.0,0.73,0.23,0.0,0.07,ENFP
怎么原屎还不开前瞻开了前瞻我就可以靠兑换码挤三抽出来说不定卡池那边的菲米尼就在对我招手 ,0.99,0.0,0.0,0.0,0.0,0.1,INFP
[name]大家一起来我们今天来个非正式团jian，不以百w为目标，看热一能增加多少，半个小时为限，点不满百🥣的再补，多了不退。目前热赞[num].[num]万左右，多qie豪。每个豪都切完！我看看半个小时热一能增加多少！顺便挑战下半小时完成[num]🥣！昨天全部切过的就往下点[num]！！都动起来！网页链接,0.16,0.05,0.71,0.17,0.0,0.06,ISFJ
突然发现作曲家的发型完全在照着入殓同人发型捏的吧，我直接昏倒了。虽然说发型决定不了什么，但是很多同人图的脸型都差不多，就是按照这个发型，衣着，气质等来区分的啊。昏倒了 ,0.09,0.25,0.0,0.14,0.43,0.24,ENFP
大胖虽然表情管理看着很破碎 但是实力还是能扛得住的 决胜局又又又来袭 ,0.0,0.0,0.79,0.06,0.19,0.0,ENFP
夏夏说，老师说列竖式的这一横要用尺子来写 #今天夏夏写作业了吗# ,0.0,0.0,0.0,0.46,0.14,0.27,INFP
[name]周边中转站找十八岁[num]岁生日代拍，不提确，最好可以随时录屏那种 ,0.0,0.0,0.12,0.64,0.0,0.1,ISFJ
有时候很想你，但是总是在夜晚情绪多变的时候，觉得相遇多不容易啊，但又想起来我们之间无法跨越的鸿沟就放弃了，人生哪有那么顺遂的事啊，你是第一个坎，没办法。我抵抗不过命运。只能听它的。 ,0.0,0.0,0.0,0.0,1.0,0.0,INFP
我在#森林驿站#帮助了大象，获得了爱心和动物卡片。#熊猫守护者#们，快加入驿站一起玩吧！森林驿站 ,0.0,0.0,0.75,0.21,0.0,0.0,INFP
倦怠期真的又累又心烦，想学进去好多东西，但是又没学什么，学着学着就烦了，一股劲猛学了二十[name]，肝了一本半的专业课书，但是最近倦怠了快一周，效率提不起来，这种心情真的很想亖#hhhha的碎碎念日常# ,0.7,0.06,0.0,0.0,0.56,0.0,ISFP
真的是完了我这两天不知道看了多少遍midas touch舞台 ,0.47,0.0,0.0,0.0,0.52,0.21,ESTP
人生圆满了—[num].[num].[num]见到迪丽热巴人巨瘦巨白脸贼小🤲🏻🤲🏻🤲🏻@dear-迪丽热巴 ,0.0,0.0,0.82,0.05,0.13,0.13,ISFJ
我现在是一个定闹钟起来给自己做早餐吃早餐再睡觉的养生小女孩！ ,0.0,0.0,0.93,0.12,0.08,0.0,ISFP
“这首歌泰亨hiong很喜欢这首”然后这首歌的第一句歌词就是it was just [num] lovers ,0.0,0.0,0.75,0.23,0.0,0.11,ENFJ
拆pb。突然看到这[name]浑身一激灵啊啊啊啊当时因为花絮里塞了两秒这东西立刻下单了四份迷宫两套家族款。。。[address]世界上怎么会有航禹这么配的产品啊？其实我一直吃的挺好的 ,0.07,0.0,0.5,0.0,0.0,0.36,INFP
晚上没去楼下去吃宵夜 我妈回来的时候说 meme一个人来找我 还跑了两趟 一次刷不了卡 一次来的时候我拒绝了她 当时还信誓旦旦的告诉他们 我可以喊冰冰下来  现在想想有点对不起他了🥺🥺🥺🥺 ,0.36,0.0,0.0,0.0,0.7,0.0,INFJ
我真的，，想买韩谷了 bomtoon[num]的台历好帅 全是受 简直是我的天堂，，一去闲鱼搜 [num]➕虽然不喜欢水边之夜的剧情 但是水边之夜的受真挺帅的 去推上逛了逛 payback韩国大烫门 他们本国人真有品p[num]最左居然是受，，别太对我胃口了，，我明天就去看 ,0.09,0.0,0.82,0.0,0.0,0.21,ENFP
[name]哥哥你每天都好惯着我，昨天买了两只超级可爱的宝宝，上电梯的时候说把那个粉紫色的送给他，结果他今天的衣服！！！我宝宝：怎么样，这样是不是就很搭了哦天，哦天！！ ,0.17,0.0,0.74,0.0,0.0,0.2,INFJ
本周我完成了连续[num]天铁粉打卡，与@时代少年团队长-[name] 的铁粉值额外增加[num]分！ ,0.0,0.0,0.56,0.42,0.0,0.0,INFJ
#你好星期六 tfboys#先通知大家有什么用，他们仨儿知道了不，不知道的话那大家就不必知道了 ,0.37,0.0,0.15,0.27,0.12,0.1,ENFJ
[name] 这几天的收获！超可爱的小猫和小狗 期待下次见面啦！@[name]· ,0.0,0.0,1.0,0.0,0.0,0.0,INFP
这个剪辑真的醉了，刚看完穿胸正上头呢，突然就换镜头一点音乐都没有了。。。。卧底吧这剪辑。。。时好时坏的 ,0.61,0.08,0.0,0.0,0.0,0.28,INTP
我靠我靠！我是enfj好！准！啊！！我们专业是价值至上、以人为本，我也倾向于将价值作为自己行动的准则，接纳、同理、个别化、价值与尊严这些不仅仅是专业价值观，更是深深融入我血液里的基因，最可怕的是那个工作类型！准到可怕！直接来了个专业对口哈哈哈哈哈哈哈 ,0.08,0.29,0.73,0.0,0.0,0.13,ENFJ
我真有点生气了。小组整个开题报告一直是我在推进 逻辑是我带着顺的 思维导图是我构建的 大纲是我搭的 然后把我的名字放最后一个。 ,1.0,0.0,0.0,0.0,0.0,0.0,ISTJ
#微博会员有特权# 是姐妹，就下载#微博评论气泡#骑狗狗！ 仓鼠骑狗狗 ,0.29,0.09,0.4,0.23,0.0,0.14,INFP
一想到我现在已经把下周一的业绩目标完成了我就忍不住要笑出声来哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 ,0.13,0.0,1.0,0.06,0.0,0.0,INFP
感觉最近因为这个几吧比赛把自己的生活过得乱七八糟，老师我真的有必要参加吗，老师我真的想参加吗 ,0.63,0.0,0.0,0.0,0.34,0.11,INFJ
单申汉shinhan 贯彻到底 只能将你 贯彻到底-----------------------------------------------点开即可 不虐 有糖 ,0.24,0.0,0.48,0.24,0.0,0.0,ENFP
我真的不是柚子厨啊😭我才不会表演那个的😱就是那个………………………ciallo～(∠・ω&lt; )⌒☆ ,0.12,0.06,0.2,0.12,0.29,0.24,INFP
太幽默【月月友初来玩】朋友出来玩#[name][address]月初月来月厉害# ,0.0,0.09,0.84,0.07,0.0,0.06,INTJ
泪点低的宝宝真的没办法上班，打哈欠打得我已泪流直下三千尺。 ,0.23,0.0,0.0,0.0,0.85,0.0,ISTJ
想和你在一起但是又不想想是因为 不甘心就这样没名没份见不得光不想是因为 我对我们的关系再清楚不过了 ,0.09,0.0,0.0,0.0,0.99,0.0,ENTP
祝大家端午[address]哦都吃了什么馅的粽子呢#美好接粽而至#包晨希 ,0.0,0.0,0.88,0.0,0.0,0.08,ENFP
calvin harris/future/khalid《rollin》rollin（@网易云音乐） ,0.0,0.07,0.15,0.78,0.0,0.13,INFP
#周震南痛失微博名# 小南给大家献上飞吻😘cr.水印 给你一朵金盏花吧的微博视频 ,0.0,0.0,0.54,0.33,0.21,0.0,ESTP
[num] 这天真的好春天好漂亮呜呜呜笑得太可爱了😭笨笨的小树杈✌🏻 ,0.09,0.0,0.95,0.0,0.13,0.0,ENTP
我的手指十分灵活，具体表现为公会战我会让主c叠满三层雷之后火速挪走。。 ,0.0,0.0,0.17,0.85,0.0,0.07,ISFP
怎么会有一群人连拉个表梳理都不会 还要我宝贵的mentor姐给他们擦屁股、 ,0.96,0.0,0.0,0.0,0.0,0.26,ESFJ
好伤心好难过 突然想起来自己还没被好好爱过 还没有谈校园恋爱 ,0.0,0.0,0.0,0.0,1.0,0.0,INFJ
每天记下三件开心的小事[num].买了饥荒！是初入steam的第一个游戏（主要原因是打折只要六块）玩了一会，有点摸不着头脑但是感觉还挺良好[num].元气骑士新赛季让人脑溢血 但还是啸着玩了几局[num].明天去麻麻单位混饭吃今天是七夕没错啦，但是和我一个纯良青少年又有什么关系呢(摊手)三天没记了 今天开始接上,0.0,0.0,0.74,0.0,0.14,0.0,INTP
不知道明天牙酸宝宝会穿什么衣服，最近每次solo都很像婚服 ,0.17,0.0,0.39,0.22,0.3,0.27,INTJ
在暗与光的中间不停徘徊、拉扯、撕裂，立起一座座石堆的丰碑，又推翻，又堆起。。。 ,0.26,0.1,0.0,0.4,0.34,0.0,INTJ
我嘞个去，做个方承意的任务得心动好几次，老子的心脏喔受不起了 ,0.73,0.0,0.0,0.0,0.26,0.0,INFP
。。为什么我看到盗版网页上的那些颜色弹窗会觉得很反胃因为不够情色只有色情吗 ,0.51,0.0,0.0,0.14,0.24,0.29,ENFP
[name]☀️ #[name]天赐的声音# 捡捡阳光帅气的加油里！！牛仔衣真的好好看🤩@[name] 樋渡涼花的微博视频 ,0.0,0.0,0.94,0.0,0.0,0.0,ISFP
wattpad上我最爱这四篇[num].be神作[num].看就对了[num].纯爱[num].个人最爱题材，我就爱看这口还有一篇among the stars，这篇消失了不过我存了  专栏 · 已读jenlisa同人文 ,0.0,0.0,0.62,0.18,0.16,0.0,INTP
最近在看迷宫饭 感觉v[num]的大家也能捏一套迷宫设定www我流法术痴天才小枫先行！ ,0.12,0.0,0.62,0.23,0.0,0.13,ENTP
第一本爱上的网文影响一生，从此后我喜欢的每个纸片男都有楚子航的影子 ,0.0,0.0,0.82,0.19,0.0,0.0,INFP
“我们每个人活着的基础在于感情而并非物质”[name]老师正因为每天凌晨都会告别昨天的自己所以每一个当下与大家共同经历的情感体验都弥足珍贵！can't爱我身边的这片世界more❤️ ,0.0,0.0,0.97,0.0,0.0,0.0,ENFP
#我国电视开机率跌至[num]%#不仅界面复杂难操作还搞各种会员收费，家里老人搞不明白去问了还给乱开通项目 ,0.77,0.06,0.0,0.13,0.16,0.1,INFJ
halloween🎃氛圍拉滿了 明晚中環見！！！這一次我是小天使👼🏻 ,0.12,0.0,0.87,0.0,0.0,0.08,ENTJ
做卷子就看着眼前那么眼熟的单词死活想不起来的无力感把我打倒了。什么都记不住感觉没有脑子 ,0.16,0.0,0.0,0.0,0.7,0.0,ISFP
一个学姐送我了一盒小蛋糕好吃到我去追着要店铺名字 果然是个中国姐姐开的bar 在[num]度的寒冬腊月坐在公园里晒太阳 ,0.0,0.0,0.8,0.0,0.0,0.26,ESTP
kicked the can down the road 破罐破摔，或者一件事情拖很久避而不谈，没想到国外也有这样的说法 ,0.34,0.0,0.0,0.37,0.16,0.25,ISFJ
去宠物友好商场逛的后果就是会踩到狗屎分享一个刚刚被路人踩过的狗屎 ,0.71,0.18,0.0,0.05,0.27,0.07,INTJ
酒蒙子太喜欢京都和神户了！十四代喝了 新政喝了 金雀喝了 响和风喝了  还想去小新的故乡春日部 日本·神户湾喜来登酒店&amp;塔楼(kobe bay sheraton hotel &amp; towers) ,0.0,0.0,0.8,0.18,0.09,0.06,INTJ
